# file...... output/inv_49_meter.csv
# date...... Fri Apr 22 10:50:02 2022
# user...... nathangray
# host...... (null)
# target.... meter 471
# trigger... (none)
# interval.. 1
# limit..... 0
# timestamp,measured_power_A,measured_power_B,measured_power_C
2001-08-01 12:04:28 PDT,-30000+0.000000000000j,-30000+0.000000000000j,-30000-0.000000000002j
2001-08-01 12:04:29 PDT,-30000+0.000000000000j,-30000+0.000000000000j,-30000-0.000000000002j
2001-08-01 12:04:30 PDT,-30000+0.000000000000j,-30000+0.000000000000j,-30000-0.000000000002j
2001-08-01 12:04:31 PDT,-30000+0.000000000000j,-30000+0.000000000000j,-30000-0.000000000002j
2001-08-01 12:04:32 PDT,-30000+0.000000000000j,-30000+0.000000000000j,-30000-0.000000000002j
2001-08-01 12:04:33 PDT,-30000+0.000000000000j,-30000+0.000000000000j,-30000-0.000000000002j
2001-08-01 12:04:34 PDT,-30000+0.000000000000j,-30000+0.000000000000j,-30000-0.000000000002j
2001-08-01 12:04:35 PDT,-30000+0.000000000000j,-30000+0.000000000000j,-30000-0.000000000002j
2001-08-01 12:04:36 PDT,-30000+0.000000000000j,-30000+0.000000000000j,-30000-0.000000000002j
2001-08-01 12:04:37 PDT,-30000+0.000000000000j,-30000+0.000000000000j,-30000-0.000000000002j
2001-08-01 12:04:38 PDT,-30000+0.000000000000j,-30000+0.000000000000j,-30000-0.000000000002j
2001-08-01 12:04:39 PDT,-30000+0.000000000000j,-30000+0.000000000000j,-30000-0.000000000002j
2001-08-01 12:04:40 PDT,-30000+0.000000000000j,-30000+0.000000000000j,-30000-0.000000000002j
2001-08-01 12:04:41 PDT,-30000+0.000000000000j,-30000+0.000000000000j,-30000-0.000000000002j
2001-08-01 12:04:42 PDT,-30000+0.000000000000j,-30000+0.000000000000j,-30000-0.000000000002j
2001-08-01 12:04:43 PDT,-30000+0.000000000000j,-30000+0.000000000000j,-30000-0.000000000002j
2001-08-01 12:04:44 PDT,-30000+0.000000000000j,-30000+0.000000000000j,-30000-0.000000000002j
2001-08-01 12:04:45 PDT,-30000+0.000000000000j,-30000+0.000000000000j,-30000-0.000000000002j
2001-08-01 12:04:46 PDT,-30000+0.000000000000j,-30000+0.000000000000j,-30000-0.000000000002j
2001-08-01 12:04:47 PDT,-30000+0.000000000000j,-30000+0.000000000000j,-30000-0.000000000002j
2001-08-01 12:04:48 PDT,-30000+0.000000000000j,-30000+0.000000000000j,-30000-0.000000000002j
2001-08-01 12:04:49 PDT,-30000+0.000000000000j,-30000+0.000000000000j,-30000-0.000000000002j
2001-08-01 12:04:50 PDT,-30000+0.000000000000j,-30000+0.000000000000j,-30000-0.000000000002j
2001-08-01 12:04:51 PDT,-30000+0.000000000000j,-30000+0.000000000000j,-30000-0.000000000002j
2001-08-01 12:04:52 PDT,-30000+0.000000000000j,-30000+0.000000000000j,-30000-0.000000000002j
2001-08-01 12:04:53 PDT,-30000+0.000000000000j,-30000+0.000000000000j,-30000-0.000000000002j
2001-08-01 12:04:54 PDT,-30000+0.000000000000j,-30000+0.000000000000j,-30000-0.000000000002j
2001-08-01 12:04:55 PDT,-30000+0.000000000000j,-30000+0.000000000000j,-30000-0.000000000002j
2001-08-01 12:04:56 PDT,-30000+0.000000000000j,-30000+0.000000000000j,-30000-0.000000000002j
2001-08-01 12:04:57 PDT,-30000+0.000000000000j,-30000+0.000000000000j,-30000-0.000000000002j
2001-08-01 12:04:58 PDT,-30000+0.000000000000j,-30000+0.000000000000j,-30000-0.000000000002j
2001-08-01 12:04:59 PDT,-30000+0.000000000000j,-30000+0.000000000000j,-30000-0.000000000002j
2001-08-01 12:05:00 PDT,-25000.0043949-0.000155693680j,-24999.9973838-0.002191951755j,-24999.9990386+0.002163312120j
2001-08-01 12:05:01 PDT,-24999.998429+0.000066048293j,-25000.0009525+0.000783936443j,-25000.0003385-0.000780059223j
2001-08-01 12:05:02 PDT,-25000.0005619-0.000026734908j,-24999.9996547-0.000280015180j,-24999.9998816+0.000280994913j
2001-08-01 12:05:03 PDT,-24999.999799+0.000010543774j,-25000.0001249+0.000099934661j,-25000.0000413-0.000101117626j
2001-08-01 12:05:04 PDT,-25000.0000719-0.000004089645j,-24999.9999549-0.000035643006j,-24999.9999856+0.000036352252j
2001-08-01 12:05:05 PDT,-24999.9999743+0.000001567578j,-25000.0000162+0.000012705836j,-25000.000005-0.000013056784j
2001-08-01 12:05:06 PDT,-25000.0000092-0.000000595422j,-24999.9999942-0.000004527194j,-24999.9999983+0.000004685604j
2001-08-01 12:05:07 PDT,-24999.9999967+0.000000224511j,-25000.0000021+0.000001612396j,-25000.0000006-0.000001680135j
2001-08-01 12:05:08 PDT,-25000.0000012-0.000000084140j,-24999.9999992-0.000000574044j,-24999.9999998+0.000000601998j
2001-08-01 12:05:09 PDT,-24999.9999996+0.000000031369j,-25000.0000003+0.000000204296j,-25000.0000001-0.000000215539j
2001-08-01 12:05:10 PDT,-25000.0000001-0.000000011644j,-24999.9999999-0.000000072683j,-25000+0.000000077120j
2001-08-01 12:05:11 PDT,-24999.9999999+0.000000004306j,-25000+0.000000025851j,-25000-0.000000027580j
2001-08-01 12:05:12 PDT,-25000-0.000000001588j,-25000-0.000000009200j,-25000+0.000000009846j
2001-08-01 12:05:13 PDT,-25000+0.000000000583j,-25000+0.000000003269j,-25000-0.000000003520j
2001-08-01 12:05:14 PDT,-25000-0.000000000213j,-25000-0.000000001161j,-25000+0.000000001261j
2001-08-01 12:05:15 PDT,-25000+0.000000000079j,-25000+0.000000000420j,-25000-0.000000000440j
2001-08-01 12:05:16 PDT,-25000-0.000000000030j,-25000-0.000000000158j,-25000+0.000000000147j
2001-08-01 12:05:17 PDT,-25000+0.000000000010j,-25000+0.000000000049j,-25000-0.000000000045j
2001-08-01 12:05:18 PDT,-25000-0.000000000003j,-25000-0.000000000025j,-25000+0.000000000015j
2001-08-01 12:05:19 PDT,-25000+0.000000000000j,-25000+0.000000000020j,-25000-0.000000000007j
2001-08-01 12:05:20 PDT,-25000+0.000000000000j,-25000-0.000000000009j,-25000+0.000000000004j
2001-08-01 12:05:21 PDT,-25000+0.000000000000j,-25000+0.000000000005j,-25000+0.000000000000j
2001-08-01 12:05:22 PDT,-25000-0.000000000000j,-25000-0.000000000005j,-25000+0.000000000002j
2001-08-01 12:05:23 PDT,-25000+0.000000000000j,-25000+0.000000000005j,-25000+0.000000000000j
2001-08-01 12:05:24 PDT,-25000-0.000000000000j,-25000-0.000000000005j,-25000+0.000000000002j
2001-08-01 12:05:25 PDT,-25000+0.000000000000j,-25000+0.000000000005j,-25000+0.000000000000j
2001-08-01 12:05:26 PDT,-25000-0.000000000000j,-25000-0.000000000005j,-25000+0.000000000002j
2001-08-01 12:05:27 PDT,-25000+0.000000000000j,-25000+0.000000000005j,-25000+0.000000000000j
2001-08-01 12:05:28 PDT,-25000-0.000000000000j,-25000-0.000000000005j,-25000+0.000000000002j
2001-08-01 12:05:29 PDT,-25000+0.000000000000j,-25000+0.000000000005j,-25000+0.000000000000j
2001-08-01 12:05:30 PDT,-25000-0.000000000000j,-25000-0.000000000005j,-25000+0.000000000002j
2001-08-01 12:05:31 PDT,-25000+0.000000000000j,-25000+0.000000000005j,-25000+0.000000000000j
2001-08-01 12:05:32 PDT,-25000-0.000000000000j,-25000-0.000000000005j,-25000+0.000000000002j
2001-08-01 12:05:33 PDT,-25000+0.000000000000j,-25000+0.000000000005j,-25000+0.000000000000j
2001-08-01 12:05:34 PDT,-25000-0.000000000000j,-25000-0.000000000005j,-25000+0.000000000002j
2001-08-01 12:05:35 PDT,-25000+0.000000000000j,-25000+0.000000000005j,-25000+0.000000000000j
2001-08-01 12:05:36 PDT,-25000-0.000000000000j,-25000-0.000000000005j,-25000+0.000000000002j
2001-08-01 12:05:37 PDT,-25000+0.000000000000j,-25000+0.000000000005j,-25000+0.000000000000j
2001-08-01 12:05:38 PDT,-25000-0.000000000000j,-25000-0.000000000005j,-25000+0.000000000002j
2001-08-01 12:05:39 PDT,-25000+0.000000000000j,-25000+0.000000000005j,-25000+0.000000000000j
2001-08-01 12:05:40 PDT,-25000-0.000000000000j,-25000-0.000000000005j,-25000+0.000000000002j
2001-08-01 12:05:41 PDT,-25000+0.000000000000j,-25000+0.000000000005j,-25000+0.000000000000j
2001-08-01 12:05:42 PDT,-25000-0.000000000000j,-25000-0.000000000005j,-25000+0.000000000002j
2001-08-01 12:05:43 PDT,-25000+0.000000000000j,-25000+0.000000000005j,-25000+0.000000000000j
2001-08-01 12:05:44 PDT,-25000-0.000000000000j,-25000-0.000000000005j,-25000+0.000000000002j
2001-08-01 12:05:45 PDT,-25000+0.000000000000j,-25000+0.000000000005j,-25000+0.000000000000j
2001-08-01 12:05:46 PDT,-25000-0.000000000000j,-25000-0.000000000005j,-25000+0.000000000002j
2001-08-01 12:05:47 PDT,-25000+0.000000000000j,-25000+0.000000000005j,-25000+0.000000000000j
2001-08-01 12:05:48 PDT,-25000-0.000000000000j,-25000-0.000000000005j,-25000+0.000000000002j
2001-08-01 12:05:49 PDT,-25000+0.000000000000j,-25000+0.000000000005j,-25000+0.000000000000j
2001-08-01 12:05:50 PDT,-25000-0.000000000000j,-25000-0.000000000005j,-25000+0.000000000002j
2001-08-01 12:05:51 PDT,-25000+0.000000000000j,-25000+0.000000000005j,-25000+0.000000000000j
2001-08-01 12:05:52 PDT,-25000-0.000000000000j,-25000-0.000000000005j,-25000+0.000000000002j
2001-08-01 12:05:53 PDT,-25000+0.000000000000j,-25000+0.000000000005j,-25000+0.000000000000j
2001-08-01 12:05:54 PDT,-25000-0.000000000000j,-25000-0.000000000005j,-25000+0.000000000002j
2001-08-01 12:05:55 PDT,-25000+0.000000000000j,-25000+0.000000000005j,-25000+0.000000000000j
2001-08-01 12:05:56 PDT,-25000-0.000000000000j,-25000-0.000000000005j,-25000+0.000000000002j
2001-08-01 12:05:57 PDT,-25000+0.000000000000j,-25000+0.000000000005j,-25000+0.000000000000j
2001-08-01 12:05:58 PDT,-25000-0.000000000000j,-25000-0.000000000005j,-25000+0.000000000002j
2001-08-01 12:05:59 PDT,-25000+0.000000000000j,-25000+0.000000000005j,-25000+0.000000000000j
2001-08-01 12:06:00 PDT,-20000.0034673-0.000067346056j,-19999.9979597-0.001766405676j,-19999.9992214+0.001695226338j
2001-08-01 12:06:01 PDT,-19999.9987588+0.000032296459j,-20000.0007438+0.000632703157j,-20000.0002744-0.000612198155j
2001-08-01 12:06:02 PDT,-20000.0004446-0.000014031702j,-19999.99973-0.000226338092j,-19999.9999039+0.000220867534j
2001-08-01 12:06:03 PDT,-19999.9998408+0.000005805555j,-20000.0000978+0.000080899415j,-20000.0000336-0.000079602854j
2001-08-01 12:06:04 PDT,-20000.000057-0.000002333124j,-19999.9999647-0.000028897011j,-19999.9999883+0.000028661276j
2001-08-01 12:06:05 PDT,-19999.9999796+0.000000919416j,-20000.0000128+0.000010316369j,-20000.0000041-0.000010309921j
2001-08-01 12:06:06 PDT,-20000.0000073-0.000000357144j,-19999.9999954-0.000003681253j,-19999.9999986+0.000003705378j
2001-08-01 12:06:07 PDT,-19999.9999974+0.000000137195j,-20000.0000017+0.000001313036j,-20000.0000005-0.000001330609j
2001-08-01 12:06:08 PDT,-20000.0000009-0.000000052231j,-19999.9999994-0.000000468144j,-19999.9999998+0.000000477454j
2001-08-01 12:06:09 PDT,-19999.9999997+0.000000019739j,-20000.0000002+0.000000166850j,-20000.0000001-0.000000171198j
2001-08-01 12:06:10 PDT,-20000.0000001-0.000000007415j,-19999.9999999-0.000000059445j,-20000+0.000000061338j
2001-08-01 12:06:11 PDT,-20000+0.000000002769j,-20000+0.000000021177j,-20000-0.000000021959j
2001-08-01 12:06:12 PDT,-20000-0.000000001030j,-20000-0.000000007542j,-20000+0.000000007865j
2001-08-01 12:06:13 PDT,-20000+0.000000000383j,-20000+0.000000002670j,-20000-0.000000002814j
2001-08-01 12:06:14 PDT,-20000-0.000000000142j,-20000-0.000000000953j,-20000+0.000000001004j
2001-08-01 12:06:15 PDT,-20000+0.000000000052j,-20000+0.000000000351j,-20000-0.000000000362j
2001-08-01 12:06:16 PDT,-20000-0.000000000020j,-20000-0.000000000122j,-20000+0.000000000127j
2001-08-01 12:06:17 PDT,-20000+0.000000000007j,-20000+0.000000000040j,-20000-0.000000000045j
2001-08-01 12:06:18 PDT,-20000-0.000000000002j,-20000-0.000000000015j,-20000+0.000000000007j
2001-08-01 12:06:19 PDT,-20000+0.000000000001j,-20000+0.000000000004j,-20000-0.000000000002j
2001-08-01 12:06:20 PDT,-20000-0.000000000001j,-20000+0.000000000005j,-20000+0.000000000000j
2001-08-01 12:06:21 PDT,-20000+0.000000000001j,-20000-0.000000000004j,-20000-0.000000000002j
2001-08-01 12:06:22 PDT,-20000-0.000000000001j,-20000+0.000000000004j,-20000+0.000000000002j
2001-08-01 12:06:23 PDT,-20000+0.000000000001j,-20000-0.000000000002j,-20000-0.000000000002j
2001-08-01 12:06:24 PDT,-20000-0.000000000000j,-20000+0.000000000002j,-20000+0.000000000002j
2001-08-01 12:06:25 PDT,-20000+0.000000000000j,-20000-0.000000000002j,-20000-0.000000000002j
2001-08-01 12:06:26 PDT,-20000-0.000000000000j,-20000+0.000000000002j,-20000+0.000000000002j
2001-08-01 12:06:27 PDT,-20000+0.000000000000j,-20000-0.000000000002j,-20000-0.000000000002j
2001-08-01 12:06:28 PDT,-20000-0.000000000000j,-20000+0.000000000002j,-20000+0.000000000002j
2001-08-01 12:06:29 PDT,-20000+0.000000000000j,-20000-0.000000000002j,-20000-0.000000000002j
2001-08-01 12:06:30 PDT,-20000-0.000000000000j,-20000+0.000000000002j,-20000+0.000000000002j
2001-08-01 12:06:31 PDT,-20000+0.000000000000j,-20000-0.000000000002j,-20000-0.000000000002j
2001-08-01 12:06:32 PDT,-20000-0.000000000000j,-20000+0.000000000002j,-20000+0.000000000002j
2001-08-01 12:06:33 PDT,-20000+0.000000000000j,-20000-0.000000000002j,-20000-0.000000000002j
2001-08-01 12:06:34 PDT,-20000-0.000000000000j,-20000+0.000000000002j,-20000+0.000000000002j
2001-08-01 12:06:35 PDT,-20000+0.000000000000j,-20000-0.000000000002j,-20000-0.000000000002j
2001-08-01 12:06:36 PDT,-20000-0.000000000000j,-20000+0.000000000002j,-20000+0.000000000002j
2001-08-01 12:06:37 PDT,-20000+0.000000000000j,-20000-0.000000000002j,-20000-0.000000000002j
2001-08-01 12:06:38 PDT,-20000-0.000000000000j,-20000+0.000000000002j,-20000+0.000000000002j
2001-08-01 12:06:39 PDT,-20000+0.000000000000j,-20000-0.000000000002j,-20000-0.000000000002j
2001-08-01 12:06:40 PDT,-20000-0.000000000000j,-20000+0.000000000002j,-20000+0.000000000002j
2001-08-01 12:06:41 PDT,-20000+0.000000000000j,-20000-0.000000000002j,-20000-0.000000000002j
2001-08-01 12:06:42 PDT,-20000-0.000000000000j,-20000+0.000000000002j,-20000+0.000000000002j
2001-08-01 12:06:43 PDT,-20000+0.000000000000j,-20000-0.000000000002j,-20000-0.000000000002j
2001-08-01 12:06:44 PDT,-20000-0.000000000000j,-20000+0.000000000002j,-20000+0.000000000002j
2001-08-01 12:06:45 PDT,-20000+0.000000000000j,-20000-0.000000000002j,-20000-0.000000000002j
2001-08-01 12:06:46 PDT,-20000-0.000000000000j,-20000+0.000000000002j,-20000+0.000000000002j
2001-08-01 12:06:47 PDT,-20000+0.000000000000j,-20000-0.000000000002j,-20000-0.000000000002j
2001-08-01 12:06:48 PDT,-20000-0.000000000000j,-20000+0.000000000002j,-20000+0.000000000002j
2001-08-01 12:06:49 PDT,-20000+0.000000000000j,-20000-0.000000000002j,-20000-0.000000000002j
2001-08-01 12:06:50 PDT,-20000-0.000000000000j,-20000+0.000000000002j,-20000+0.000000000002j
2001-08-01 12:06:51 PDT,-20000+0.000000000000j,-20000-0.000000000002j,-20000-0.000000000002j
2001-08-01 12:06:52 PDT,-20000-0.000000000000j,-20000+0.000000000002j,-20000+0.000000000002j
2001-08-01 12:06:53 PDT,-20000+0.000000000000j,-20000-0.000000000002j,-20000-0.000000000002j
2001-08-01 12:06:54 PDT,-20000-0.000000000000j,-20000+0.000000000002j,-20000+0.000000000002j
2001-08-01 12:06:55 PDT,-20000+0.000000000000j,-20000-0.000000000002j,-20000-0.000000000002j
2001-08-01 12:06:56 PDT,-20000-0.000000000000j,-20000+0.000000000002j,-20000+0.000000000002j
2001-08-01 12:06:57 PDT,-20000+0.000000000000j,-20000-0.000000000002j,-20000-0.000000000002j
2001-08-01 12:06:58 PDT,-20000-0.000000000000j,-20000+0.000000000002j,-20000+0.000000000002j
2001-08-01 12:06:59 PDT,-20000+0.000000000000j,-20000-0.000000000002j,-20000-0.000000000002j
2001-08-01 12:07:00 PDT,-15000.0025664-0.000008455834j,-14999.9985074-0.001334702838j,-14999.9994086+0.001245697898j
2001-08-01 12:07:01 PDT,-14999.9990797+0.000009091301j,-15000.0005449+0.000478892737j,-15000.0002086-0.000450655221j
2001-08-01 12:07:02 PDT,-15000.0003302-0.000005096088j,-14999.9998018-0.000171608677j,-14999.9999269+0.000162876948j
2001-08-01 12:07:03 PDT,-14999.9998816+0.000002411113j,-15000.0000719+0.000061442251j,-15000.0000256-0.000058806846j
2001-08-01 12:07:04 PDT,-15000.0000425-0.000001055296j,-14999.999974-0.000021984211j,-14999.9999911+0.000021210843j
2001-08-01 12:07:05 PDT,-14999.9999848+0.000000441601j,-15000.0000094+0.000007861726j,-15000.0000031-0.000007643128j
2001-08-01 12:07:06 PDT,-15000.0000055-0.000000179429j,-14999.9999966-0.000002810066j,-14999.9999989+0.000002751643j
2001-08-01 12:07:07 PDT,-14999.999998+0.000000071391j,-15000.0000012+0.000001003978j,-15000.0000004-0.000000989794j
2001-08-01 12:07:08 PDT,-15000.0000007-0.000000027961j,-14999.9999996-0.000000358548j,-14999.9999999+0.000000355757j
2001-08-01 12:07:09 PDT,-14999.9999998+0.000000010817j,-15000.0000002+0.000000127983j,-15000-0.000000127775j
2001-08-01 12:07:10 PDT,-15000.0000001-0.000000004144j,-14999.9999999-0.000000045674j,-15000+0.000000045859j
2001-08-01 12:07:11 PDT,-15000+0.000000001574j,-15000+0.000000016304j,-15000-0.000000016446j
2001-08-01 12:07:12 PDT,-15000-0.000000000593j,-15000-0.000000005813j,-15000+0.000000005893j
2001-08-01 12:07:13 PDT,-15000+0.000000000222j,-15000+0.000000002078j,-15000-0.000000002111j
2001-08-01 12:07:14 PDT,-15000-0.000000000083j,-15000-0.000000000743j,-15000+0.000000000750j
2001-08-01 12:07:15 PDT,-15000+0.000000000030j,-15000+0.000000000259j,-15000-0.000000000266j
2001-08-01 12:07:16 PDT,-15000-0.000000000011j,-15000-0.000000000095j,-15000+0.000000000099j
2001-08-01 12:07:17 PDT,-15000+0.000000000004j,-15000+0.000000000032j,-15000-0.000000000039j
2001-08-01 12:07:18 PDT,-15000-0.000000000001j,-15000-0.000000000010j,-15000+0.000000000015j
2001-08-01 12:07:19 PDT,-15000+0.000000000001j,-15000+0.000000000001j,-15000-0.000000000003j
2001-08-01 12:07:20 PDT,-15000-0.000000000000j,-15000+0.000000000001j,-15000+0.000000000000j
2001-08-01 12:07:21 PDT,-15000-0.000000000000j,-15000+0.000000000001j,-15000+0.000000000000j
2001-08-01 12:07:22 PDT,-15000+0.000000000000j,-15000-0.000000000001j,-15000+0.000000000000j
2001-08-01 12:07:23 PDT,-15000-0.000000000000j,-15000+0.000000000000j,-15000+0.000000000000j
2001-08-01 12:07:24 PDT,-15000-0.000000000000j,-15000+0.000000000000j,-15000+0.000000000000j
2001-08-01 12:07:25 PDT,-15000-0.000000000000j,-15000+0.000000000000j,-15000+0.000000000000j
2001-08-01 12:07:26 PDT,-15000-0.000000000000j,-15000+0.000000000000j,-15000+0.000000000000j
2001-08-01 12:07:27 PDT,-15000-0.000000000000j,-15000+0.000000000000j,-15000+0.000000000000j
2001-08-01 12:07:28 PDT,-15000-0.000000000000j,-15000+0.000000000000j,-15000+0.000000000000j
2001-08-01 12:07:29 PDT,-15000-0.000000000000j,-15000+0.000000000000j,-15000+0.000000000000j
2001-08-01 12:07:30 PDT,-15000-0.000000000000j,-15000+0.000000000000j,-15000+0.000000000000j
2001-08-01 12:07:31 PDT,-15000-0.000000000000j,-15000+0.000000000000j,-15000+0.000000000000j
2001-08-01 12:07:32 PDT,-15000-0.000000000000j,-15000+0.000000000000j,-15000+0.000000000000j
2001-08-01 12:07:33 PDT,-15000-0.000000000000j,-15000+0.000000000000j,-15000+0.000000000000j
2001-08-01 12:07:34 PDT,-15000-0.000000000000j,-15000+0.000000000000j,-15000+0.000000000000j
2001-08-01 12:07:35 PDT,-15000-0.000000000000j,-15000+0.000000000000j,-15000+0.000000000000j
2001-08-01 12:07:36 PDT,-15000-0.000000000000j,-15000+0.000000000000j,-15000+0.000000000000j
2001-08-01 12:07:37 PDT,-15000-0.000000000000j,-15000+0.000000000000j,-15000+0.000000000000j
2001-08-01 12:07:38 PDT,-15000-0.000000000000j,-15000+0.000000000000j,-15000+0.000000000000j
2001-08-01 12:07:39 PDT,-15000-0.000000000000j,-15000+0.000000000000j,-15000+0.000000000000j
2001-08-01 12:07:40 PDT,-15000-0.000000000000j,-15000+0.000000000000j,-15000+0.000000000000j
2001-08-01 12:07:41 PDT,-15000-0.000000000000j,-15000+0.000000000000j,-15000+0.000000000000j
