# file...... output/grp_rec_qC.csv
# date...... Fri Apr 22 10:50:02 2022
# user...... nathangray
# host...... (null)
# group..... class=overhead_line
# property.. power_in_C
# limit..... 0
# interval.. 1
# timestamp,oh_line_1_2,oh_line_2_3,oh_line_3_4,oh_line_3_5,oh_line_3_9,oh_line_5_6,oh_line_5_7,oh_line_7_8,oh_line_9_10,oh_line_10_14,oh_line_10_11,oh_line_10_15,oh_line_11_16,oh_line_15_36,oh_line_15_20,oh_line_16_13,oh_line_16_12,oh_line_17_18,oh_line_17_19,oh_line_20_21,oh_line_20_23,oh_line_21_22,oh_line_23_24,oh_line_23_25,oh_line_25_26,oh_line_25_27,oh_line_27_28,oh_line_27_30,oh_line_28_29,oh_line_28_33,oh_line_29_35,oh_line_30_31,oh_line_31_32,oh_line_32_119,oh_line_33_34,oh_line_36_17,oh_line_37_38,oh_line_37_42,oh_line_38_39,oh_line_38_40,oh_line_40_41,oh_line_42_43,oh_line_42_44,oh_line_44_45,oh_line_44_46,oh_line_46_47,oh_line_46_49,oh_line_47_48,oh_line_49_50,oh_line_49_51,oh_line_51_52,oh_line_52_53,oh_line_54_55,oh_line_55_56,oh_line_56_57,oh_line_56_59,oh_line_57_58,oh_line_59_60,oh_line_59_62,oh_line_60_61,oh_line_62_63,oh_line_62_64,oh_line_64_65,oh_line_65_66,oh_line_66_67,oh_line_67_68,oh_line_69_70,oh_line_69_74,oh_line_69_99,oh_line_70_71,oh_line_71_72,oh_line_72_73,oh_line_74_75,oh_line_74_78,oh_line_75_76,oh_line_76_77,oh_line_78_79,oh_line_78_88,oh_line_79_80,oh_line_80_81,oh_line_80_82,oh_line_82_83,oh_line_83_84,oh_line_83_86,oh_line_84_85,oh_line_86_87,oh_line_88_89,oh_line_89_90,oh_line_89_91,oh_line_91_92,oh_line_91_93,oh_line_93_94,oh_line_93_95,oh_line_95_96,oh_line_95_97,oh_line_97_98,oh_line_99_100,oh_line_100_101,oh_line_101_102,oh_line_102_123,oh_line_103_104,oh_line_103_107,oh_line_104_105,oh_line_105_106,oh_line_107_108,oh_line_107_110,oh_line_108_109,oh_line_110_111,oh_line_110_121,oh_line_111_112,oh_line_112_113,oh_line_112_114,oh_line_114_115,oh_line_115_116,oh_line_118_37,oh_line_117_54,oh_line_53_120,oh_line_125_69,oh_line_124_103,oh_line_15_117,oh_line_20_118,oh_line_62_125,oh_line_99_124,oh_line_63_122
2001-08-01 12:00:00 PDT,699745.079432,699729.796959,0.000000,61730.274903,630547.492135,24699.392736,36876.377533,24515.028466,626499.732458,0.000000,0.000000,623772.328303,0.000000,57070.160043,205248.367011,0.000000,0.000000,22717.583693,11383.076549,0.000000,66319.879076,0.000000,0.000000,66270.350658,22088.078252,44115.895245,22058.341027,22034.986422,0.000000,22058.304588,0.000000,22027.748402,22013.337612,0.000000,11009.732358,34121.911933,0.000000,138087.886065,0.000000,0.000000,0.000000,11120.340734,126859.079622,0.000000,126786.148778,0.000000,126712.357156,0.000000,55056.525891,44010.466194,21983.288430,0.000000,354297.412404,352843.213570,0.000000,351902.659209,0.000000,0.000000,349533.796433,0.000000,0.000000,103242.199068,82876.126486,82802.587745,82621.334971,33789.865036,0.000000,170556.295592,70466.960453,0.000000,0.000000,0.000000,59748.751239,110243.738061,39551.794658,19669.397539,39446.410274,20221.112306,39383.842898,0.000000,39367.349701,39265.662043,9888.838863,29271.130120,9887.660897,19390.405217,20221.276575,0.000000,20218.326219,0.000000,20208.558614,20199.526732,0.000000,0.000000,0.000000,0.000000,20320.374951,20309.452147,20275.233385,0.000000,50046.831120,34.474270,39847.629943,19787.518405,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,138163.213919,357107.181768,0.000000,241026.373480,50097.078596,357107.181768,138163.213919,241026.373480,50097.078596,0.000000
2001-08-01 12:00:01 PDT,699744.629985,699729.347522,0.000000,61730.266416,630547.053738,24699.389362,36876.372429,24515.025061,626499.295859,0.000000,0.000000,623771.892904,0.000000,57070.135097,205248.298525,0.000000,0.000000,22717.573676,11383.071560,0.000000,66319.856713,0.000000,0.000000,66270.321978,22088.066580,44115.878264,22058.329339,22034.981141,0.000000,22058.292899,0.000000,22027.736659,22013.325872,0.000000,11009.726508,34121.896923,0.000000,138087.834103,0.000000,0.000000,0.000000,11120.334619,126859.033844,0.000000,126786.103064,0.000000,126712.311500,0.000000,55056.505113,44010.448066,21983.275286,0.000000,354297.067260,352842.868541,0.000000,351902.314264,0.000000,0.000000,349533.451460,0.000000,0.000000,103242.099457,82876.048562,82802.509809,82621.257035,33789.823604,0.000000,170556.117276,70466.893775,0.000000,0.000000,0.000000,59748.682606,110243.628342,39551.748698,19669.374496,39446.361774,20221.088417,39383.794387,0.000000,39367.301193,39265.613557,9888.826960,29271.093588,9887.648995,19390.380827,20221.252613,0.000000,20218.302224,0.000000,20208.534608,20199.502725,0.000000,0.000000,0.000000,0.000000,20320.352845,20309.430038,20275.211274,0.000000,50046.774739,34.486077,39847.584705,19787.495656,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,138163.168427,357106.836408,0.000000,241026.128484,50097.034019,357106.836408,138163.168427,241026.128484,50097.034019,0.000000
2001-08-01 12:00:02 PDT,699744.783698,699729.501232,0.000000,61730.269301,630547.203625,24699.390509,36876.374164,24515.026219,626499.445090,0.000000,0.000000,623772.041697,0.000000,57070.143576,205248.322122,0.000000,0.000000,22717.577081,11383.073256,0.000000,66319.864397,0.000000,0.000000,66270.331770,22088.070547,44115.884078,22058.333312,22034.982977,0.000000,22058.296873,0.000000,22027.740651,22013.329863,0.000000,11009.728497,34121.902025,0.000000,138087.851952,0.000000,0.000000,0.000000,11120.336697,126859.049591,0.000000,126786.118788,0.000000,126712.327204,0.000000,55056.512250,44010.454278,21983.279754,0.000000,354297.184949,352842.986177,0.000000,351902.431862,0.000000,0.000000,349533.569040,0.000000,0.000000,103242.133435,82876.075168,82802.536419,82621.283644,33789.837686,0.000000,170556.177974,70466.916499,0.000000,0.000000,0.000000,59748.705925,110243.665728,39551.764314,19669.382325,39446.378253,20221.096531,39383.810869,0.000000,39367.317673,39265.630030,9888.831003,29271.105999,9887.653038,19390.389113,20221.260751,0.000000,20218.310373,0.000000,20208.542761,20199.510878,0.000000,0.000000,0.000000,0.000000,20320.360355,20309.437549,20275.218785,0.000000,50046.793895,34.482135,39847.600075,19787.503386,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,138163.184119,357106.954202,0.000000,241026.211906,50097.049233,357106.954202,138163.184119,241026.211906,50097.049233,0.000000
2001-08-01 12:00:03 PDT,699744.731155,699729.448690,0.000000,61730.268321,630547.152406,24699.390119,36876.373574,24515.025825,626499.394110,0.000000,0.000000,623771.990877,0.000000,57070.140696,205248.313995,0.000000,0.000000,22717.575925,11383.072680,0.000000,66319.861758,0.000000,0.000000,66270.328429,22088.069199,44115.882088,22058.331962,22034.982339,0.000000,22058.295523,0.000000,22027.739295,22013.328507,0.000000,11009.727821,34121.900292,0.000000,138087.845823,0.000000,0.000000,0.000000,11120.335991,126859.044177,0.000000,126786.113382,0.000000,126712.321805,0.000000,55056.509800,44010.452151,21983.278236,0.000000,354297.144843,352842.946094,0.000000,351902.391795,0.000000,0.000000,349533.528989,0.000000,0.000000,103242.121852,82876.066089,82802.527339,82621.274564,33789.832903,0.000000,170556.157326,70466.908759,0.000000,0.000000,0.000000,59748.698008,110243.652997,39551.759012,19669.379667,39446.372658,20221.093777,39383.805273,0.000000,39367.312078,39265.624437,9888.829631,29271.101786,9887.651666,19390.386300,20221.257989,0.000000,20218.307607,0.000000,20208.539994,20199.508111,0.000000,0.000000,0.000000,0.000000,20320.357805,20309.434999,20275.216235,0.000000,50046.787391,34.483449,39847.594856,19787.500761,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,138163.178708,357106.914049,0.000000,241026.183519,50097.044043,357106.914049,138163.178708,241026.183519,50097.044043,0.000000
2001-08-01 12:00:04 PDT,699744.749109,699729.466644,0.000000,61730.268653,630547.169902,24699.390252,36876.373774,24515.025959,626499.411519,0.000000,0.000000,623772.008228,0.000000,57070.141674,205248.316793,0.000000,0.000000,22717.576317,11383.072875,0.000000,66319.862665,0.000000,0.000000,66270.329568,22088.069657,44115.882769,22058.332421,22034.982561,0.000000,22058.295981,0.000000,22027.739755,22013.328968,0.000000,11009.728050,34121.900880,0.000000,138087.847927,0.000000,0.000000,0.000000,11120.336231,126859.046038,0.000000,126786.115240,0.000000,126712.323661,0.000000,55056.510641,44010.452879,21983.278751,0.000000,354297.158504,352842.959745,0.000000,351902.405440,0.000000,0.000000,349533.542625,0.000000,0.000000,103242.125798,82876.069186,82802.530436,82621.277661,33789.834527,0.000000,170556.164347,70466.911394,0.000000,0.000000,0.000000,59748.700694,110243.657330,39551.760811,19669.380569,39446.374556,20221.094711,39383.807172,0.000000,39367.313977,39265.626335,9888.830096,29271.103215,9887.652131,19390.387254,20221.258926,0.000000,20218.308546,0.000000,20208.540932,20199.509049,0.000000,0.000000,0.000000,0.000000,20320.358670,20309.435864,20275.217100,0.000000,50046.789598,34.483012,39847.596627,19787.501652,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,138163.180574,357106.927730,0.000000,241026.193174,50097.045813,357106.927730,138163.180574,241026.193174,50097.045813,0.000000
2001-08-01 12:00:05 PDT,699744.742976,699729.460511,0.000000,61730.268540,630547.163927,24699.390207,36876.373707,24515.025914,626499.405576,0.000000,0.000000,623772.002306,0.000000,57070.141342,205248.315830,0.000000,0.000000,22717.576184,11383.072809,0.000000,66319.862353,0.000000,0.000000,66270.329180,22088.069502,44115.882536,22058.332265,22034.982484,0.000000,22058.295826,0.000000,22027.739599,22013.328812,0.000000,11009.727973,34121.900681,0.000000,138087.847205,0.000000,0.000000,0.000000,11120.336150,126859.045398,0.000000,126786.114602,0.000000,126712.323023,0.000000,55056.510352,44010.452630,21983.278577,0.000000,354297.153853,352842.955098,0.000000,351902.400795,0.000000,0.000000,349533.537984,0.000000,0.000000,103242.124454,82876.068130,82802.529380,82621.276605,33789.833976,0.000000,170556.161961,70466.910497,0.000000,0.000000,0.000000,59748.699783,110243.655856,39551.760201,19669.380263,39446.373912,20221.094395,39383.806528,0.000000,39367.313333,39265.625691,9888.829938,29271.102730,9887.651973,19390.386931,20221.258608,0.000000,20218.308228,0.000000,20208.540614,20199.508731,0.000000,0.000000,0.000000,0.000000,20320.358377,20309.435571,20275.216807,0.000000,50046.788849,34.483157,39847.596027,19787.501350,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,138163.179931,357106.923070,0.000000,241026.189892,50097.045210,357106.923070,138163.179931,241026.189892,50097.045210,0.000000
2001-08-01 12:00:06 PDT,699744.745070,699729.462605,0.000000,61730.268579,630547.165967,24699.390222,36876.373730,24515.025929,626499.407604,0.000000,0.000000,623772.004326,0.000000,57070.141454,205248.316162,0.000000,0.000000,22717.576229,11383.072832,0.000000,66319.862460,0.000000,0.000000,66270.329312,22088.069555,44115.882616,22058.332318,22034.982511,0.000000,22058.295879,0.000000,22027.739652,22013.328864,0.000000,11009.727999,34121.900748,0.000000,138087.847453,0.000000,0.000000,0.000000,11120.336177,126859.045618,0.000000,126786.114821,0.000000,126712.323242,0.000000,55056.510451,44010.452715,21983.278636,0.000000,354297.155436,352842.956679,0.000000,351902.402375,0.000000,0.000000,349533.539563,0.000000,0.000000,103242.124912,82876.068490,82802.529740,82621.276965,33789.834163,0.000000,170556.162771,70466.910802,0.000000,0.000000,0.000000,59748.700092,110243.656357,39551.760408,19669.380367,39446.374130,20221.094502,39383.806746,0.000000,39367.313551,39265.625909,9888.829992,29271.102895,9887.652027,19390.387040,20221.258716,0.000000,20218.308335,0.000000,20208.540722,20199.508839,0.000000,0.000000,0.000000,0.000000,20320.358476,20309.435670,20275.216906,0.000000,50046.789103,34.483109,39847.596230,19787.501452,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,138163.180152,357106.924657,0.000000,241026.191007,50097.045415,357106.924657,138163.180152,241026.191007,50097.045415,0.000000
2001-08-01 12:00:07 PDT,699744.744355,699729.461890,0.000000,61730.268566,630547.165271,24699.390217,36876.373722,24515.025924,626499.406912,0.000000,0.000000,623772.003637,0.000000,57070.141416,205248.316048,0.000000,0.000000,22717.576214,11383.072824,0.000000,66319.862424,0.000000,0.000000,66270.329267,22088.069537,44115.882589,22058.332300,22034.982501,0.000000,22058.295861,0.000000,22027.739634,22013.328847,0.000000,11009.727990,34121.900725,0.000000,138087.847368,0.000000,0.000000,0.000000,11120.336168,126859.045543,0.000000,126786.114746,0.000000,126712.323167,0.000000,55056.510417,44010.452686,21983.278616,0.000000,354297.154897,352842.956141,0.000000,351902.401838,0.000000,0.000000,349533.539026,0.000000,0.000000,103242.124756,82876.068367,82802.529618,82621.276842,33789.834099,0.000000,170556.162496,70466.910699,0.000000,0.000000,0.000000,59748.699987,110243.656187,39551.760338,19669.380332,39446.374057,20221.094466,39383.806672,0.000000,39367.313477,39265.625835,9888.829974,29271.102839,9887.652009,19390.387003,20221.258679,0.000000,20218.308299,0.000000,20208.540686,20199.508802,0.000000,0.000000,0.000000,0.000000,20320.358443,20309.435637,20275.216873,0.000000,50046.789017,34.483125,39847.596161,19787.501418,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,138163.180076,357106.924117,0.000000,241026.190628,50097.045345,357106.924117,138163.180076,241026.190628,50097.045345,0.000000
2001-08-01 12:00:08 PDT,699744.744599,699729.462134,0.000000,61730.268570,630547.165508,24699.390219,36876.373724,24515.025926,626499.407148,0.000000,0.000000,623772.003872,0.000000,57070.141429,205248.316087,0.000000,0.000000,22717.576219,11383.072826,0.000000,66319.862436,0.000000,0.000000,66270.329282,22088.069543,44115.882598,22058.332306,22034.982505,0.000000,22058.295867,0.000000,22027.739640,22013.328853,0.000000,11009.727993,34121.900733,0.000000,138087.847397,0.000000,0.000000,0.000000,11120.336171,126859.045569,0.000000,126786.114771,0.000000,126712.323192,0.000000,55056.510429,44010.452696,21983.278623,0.000000,354297.155080,352842.956324,0.000000,351902.402021,0.000000,0.000000,349533.539209,0.000000,0.000000,103242.124809,82876.068409,82802.529659,82621.276884,33789.834121,0.000000,170556.162589,70466.910734,0.000000,0.000000,0.000000,59748.700023,110243.656245,39551.760361,19669.380344,39446.374082,20221.094478,39383.806697,0.000000,39367.313502,39265.625860,9888.829980,29271.102858,9887.652015,19390.387016,20221.258692,0.000000,20218.308311,0.000000,20208.540698,20199.508815,0.000000,0.000000,0.000000,0.000000,20320.358454,20309.435648,20275.216884,0.000000,50046.789046,34.483119,39847.596185,19787.501429,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,138163.180102,357106.924300,0.000000,241026.190757,50097.045369,357106.924300,138163.180102,241026.190757,50097.045369,0.000000
2001-08-01 12:00:09 PDT,699744.744516,699729.462051,0.000000,61730.268569,630547.165427,24699.390218,36876.373724,24515.025925,626499.407068,0.000000,0.000000,623772.003792,0.000000,57070.141425,205248.316073,0.000000,0.000000,22717.576217,11383.072826,0.000000,66319.862432,0.000000,0.000000,66270.329277,22088.069541,44115.882595,22058.332304,22034.982503,0.000000,22058.295865,0.000000,22027.739638,22013.328851,0.000000,11009.727992,34121.900731,0.000000,138087.847387,0.000000,0.000000,0.000000,11120.336170,126859.045560,0.000000,126786.114763,0.000000,126712.323184,0.000000,55056.510425,44010.452692,21983.278620,0.000000,354297.155018,352842.956262,0.000000,351902.401959,0.000000,0.000000,349533.539147,0.000000,0.000000,103242.124791,82876.068395,82802.529645,82621.276870,33789.834114,0.000000,170556.162558,70466.910722,0.000000,0.000000,0.000000,59748.700011,110243.656225,39551.760353,19669.380340,39446.374073,20221.094474,39383.806689,0.000000,39367.313494,39265.625852,9888.829978,29271.102852,9887.652013,19390.387012,20221.258688,0.000000,20218.308307,0.000000,20208.540694,20199.508811,0.000000,0.000000,0.000000,0.000000,20320.358450,20309.435644,20275.216880,0.000000,50046.789036,34.483121,39847.596177,19787.501425,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,138163.180093,357106.924238,0.000000,241026.190713,50097.045361,357106.924238,138163.180093,241026.190713,50097.045361,0.000000
